"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA050 Sex differences: gathering,Code: EA050 Sex differences: gathering,Description: EA050 Sex differences: gathering,Comment: EA050 Sex differences: gathering,Subcase: EA050 Sex differences: gathering,References: EA050 Sex differences: gathering,Focal Year: EA052 Sex Differences: fishing,Code: EA052 Sex Differences: fishing,Description: EA052 Sex Differences: fishing,Comment: EA052 Sex Differences: fishing,Subcase: EA052 Sex Differences: fishing,References: EA052 Sex Differences: fishing,Focal Year: EA054 Sex differences: agriculture,Code: EA054 Sex differences: agriculture,Description: EA054 Sex differences: agriculture,Comment: EA054 Sex differences: agriculture,Subcase: EA054 Sex differences: agriculture,References: EA054 Sex differences: agriculture,Focal Year: EA051 Sex differences: hunting,Code: EA051 Sex differences: hunting,Description: EA051 Sex differences: hunting,Comment: EA051 Sex differences: hunting,Subcase: EA051 Sex differences: hunting,References: EA051 Sex differences: hunting
Ethnographic Atlas,Plains Cree,Ne19,xd1218,Plains Cree (Ne19),45.0,-94.0,45.0,-94.0,plai1258,Plains Cree,crk,Algic,1850,6,"Females alone perform the activity, male participation being negligible",,,Mandelbaum(1940); Skinner(1914a); ,1850,1,"Males alone perform the activity, female participation being negligible",,,Mandelbaum(1940); Skinner(1914a); ,1850,9,The activity is absent or unimportant in the particular society,,,Mandelbaum(1940); Skinner(1914a); ,1850,1,"Males alone perform the activity, female participation being negligible",,,Mandelbaum(1940); Skinner(1914a); 
Ethnographic Atlas,Zinza,Ad49,xd119,Zinza (Ad49),-3.0,31.0,-3.0,31.0,zinz1238,Zinza,zin,Atlantic-Congo,,NA,Missing data,,,,1950,1,"Males alone perform the activity, female participation being negligible",,,Taylor(1962); ,1950,5,"Both sexes participate, but females do appreciably more than males",,,Taylor(1962); ,1950,1,"Males alone perform the activity, female participation being negligible",,,Taylor(1962); 
Ethnographic Atlas,Makah,Nb24,xd1084,Makah (Nb24),48.33,-124.62,48.0,-125.0,maka1318,Makah,myh,Wakashan,1860,6,"Females alone perform the activity, male participation being negligible",,,Colson(1953); Swan(1868); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Colson(1953); Swan(1868); ,1860,9,The activity is absent or unimportant in the particular society,,,Colson(1953); Swan(1868); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Colson(1953); Swan(1868); 
Ethnographic Atlas,Saadi,Cd18,xd516,Saadi (Cd18),30.0,28.0,30.0,28.0,said1239,Saidi Arabic,aec,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Nsungli,Ae57,xd179,Nsungli (Ae57),6.0,11.0,6.0,11.0,limb1268,Limbum,lmp,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Shako,Ca42,xd451,Shako (Ca42),7.0,36.0,7.0,36.0,shek1245,Sheko,she,Dizoid,,NA,Missing data,,,,1950,9,The activity is absent or unimportant in the particular society,,,Straube(1963); ,1950,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Straube(1963); ,1950,1,"Males alone perform the activity, female participation being negligible",,,Straube(1963); 
Ethnographic Atlas,Shipibo-Conibo,Se9,xd1373,Conibo (Se9),-9.0,-74.0,-9.0,-74.0,ship1254,Shipibo-Conibo,shp,Pano-Tacanan,,NA,Missing data,,,,1920,1,"Males alone perform the activity, female participation being negligible",,,St. Cricq(1853); Steward and Metraux(1948a); ,1920,6,"Females alone perform the activity, male participation being negligible",,,St. Cricq(1853); Steward and Metraux(1948a); ,1920,1,"Males alone perform the activity, female participation being negligible",,,St. Cricq(1853); Steward and Metraux(1948a); 
Ethnographic Atlas,Amhara,Ca7,xd455,Amhara (Ca7),13.0,38.0,13.0,38.0,amha1245,Amharic,amh,Afro-Asiatic,,NA,Missing data,,,,1950,1,"Males alone perform the activity, female participation being negligible",,Gondar district,Lipsky(1962); Messing(1957); ,1950,2,"Both sexes participate, but males do appreciably more than females",,Gondar district,Lipsky(1962); Messing(1957); ,1950,1,"Males alone perform the activity, female participation being negligible",,Gondar district,Lipsky(1962); Messing(1957); 
Ethnographic Atlas,Otoe,Nf11,xd1231,Oto (Nf11),40.0,-95.0,40.0,-95.0,otoo1241,Oto,,Siouan,,NA,Missing data,,,,1870,1,"Males alone perform the activity, female participation being negligible",,,Whitman(1937); ,1870,5,"Both sexes participate, but females do appreciably more than males",,,Whitman(1937); ,1870,1,"Males alone perform the activity, female participation being negligible",,,Whitman(1937); 
Ethnographic Atlas,Pima,Ni6,xd1291,Pima (Ni6),31.0,-111.0,31.0,-111.0,akim1239,Akimel O'odham,,Uto-Aztecan,1840,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Drucker(1941); Russell(1908); Castetter and Bell(1942); Parsons(1928); ,,NA,Missing data,,,,1840,2,"Both sexes participate, but males do appreciably more than females",,,Drucker(1941); Russell(1908); Castetter and Bell(1942); Parsons(1928); ,1840,1,"Males alone perform the activity, female participation being negligible",,,Drucker(1941); Russell(1908); Castetter and Bell(1942); Parsons(1928); 
Ethnographic Atlas,Wiyot,Nb36,xd1097,Wiyot (Nb36),39.81,-123.55,40.0,-124.0,wiyo1248,Wiyot,wiy,Algic,1860,5,"Both sexes participate, but females do appreciably more than males",,,Gifford(1922g); Driver(1939); Kroeber(1925a); ,1860,2,"Both sexes participate, but males do appreciably more than females",,,Gifford(1922g); Driver(1939); Kroeber(1925a); ,1860,9,The activity is absent or unimportant in the particular society,,,Gifford(1922g); Driver(1939); Kroeber(1925a); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Gifford(1922g); Driver(1939); Kroeber(1925a); 
Ethnographic Atlas,Kru,Af48,xd228,Kru (Af48),5.0,-9.0,5.0,-9.0,klao1243,Klao,klu,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Lassik,Nb37,xd1098,Lassik (Nb37),40.0,-123.0,40.0,-123.0,wail1244,Wailaki,wlk,Athapaskan-Eyak-Tlingit,1860,5,"Both sexes participate, but females do appreciably more than males",,,Gifford(1922f); Essene(1940); ,1860,2,"Both sexes participate, but males do appreciably more than females",,,Gifford(1922f); Essene(1940); ,1860,9,The activity is absent or unimportant in the particular society,,,Gifford(1922f); Essene(1940); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Gifford(1922f); Essene(1940); 
Ethnographic Atlas,Trukese,If2,xd833,Trukese (If2),7.34,151.6,7.0,152.0,chuu1238,Chuukese,chk,Austronesian,1940,9,The activity is absent or unimportant in the particular society,,Romonum Island,Gladwin and Sarason(1953); Bollig(1927); Goodenough(1949); LeBar(1964); Goodenough(1969); Fischer(1950); Murdock et al.(1944a); ,1940,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,Romonum Island,Gladwin and Sarason(1953); Bollig(1927); Goodenough(1949); LeBar(1964); Goodenough(1969); Fischer(1950); Murdock et al.(1944a); ,1940,2,"Both sexes participate, but males do appreciably more than females",,Romonum Island,Gladwin and Sarason(1953); Bollig(1927); Goodenough(1949); LeBar(1964); Goodenough(1969); Fischer(1950); Murdock et al.(1944a); ,1940,9,The activity is absent or unimportant in the particular society,,Romonum Island,Gladwin and Sarason(1953); Bollig(1927); Goodenough(1949); LeBar(1964); Goodenough(1969); Fischer(1950); Murdock et al.(1944a); 
Ethnographic Atlas,Tukudika,Nd47,xd1181,Tukudika (Nd47),44.0,-111.0,44.0,-111.0,nort2955,Northern Shoshoni,,Uto-Aztecan,1850,6,"Females alone perform the activity, male participation being negligible",,,Hultkrantz(1957); Steward(1938); Lowie(1908); ,1850,1,"Males alone perform the activity, female participation being negligible",,,Hultkrantz(1957); Steward(1938); Lowie(1908); ,1850,9,The activity is absent or unimportant in the particular society,,,Hultkrantz(1957); Steward(1938); Lowie(1908); ,1850,1,"Males alone perform the activity, female participation being negligible",,,Hultkrantz(1957); Steward(1938); Lowie(1908); 
Ethnographic Atlas,Kaonde,Ac32,xd58,Kaonde (Ac32),-13.0,26.0,-13.0,26.0,kaon1241,Kaonde,kqn,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Mixtec,Nj12,xd1298,Mixtec (Nj12),18.0,-98.0,18.0,-98.0,nort2986,Northwest Oaxaca Mixtec,mxa,Otomanguean,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Keyu,Aj25,xd401,Keyu (Aj25),0.0,36.0,0.0,36.0,keiy1238,Keiyo,eyo,Nilotic,,NA,Missing data,,,,1920,9,The activity is absent or unimportant in the particular society,,,Massam(1927); Huntingford(1953b); ,1920,5,"Both sexes participate, but females do appreciably more than males",,,Massam(1927); Huntingford(1953b); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Massam(1927); Huntingford(1953b); 
Ethnographic Atlas,Lepcha,Ee3,xd655,Lepcha (Ee3),28.0,89.0,28.0,89.0,lepc1244,Lepcha,lep,Sino-Tibetan,1930,6,"Females alone perform the activity, male participation being negligible",,Lingthem and vicinity,Morris(1938); Gorer(1938); Das and Banerjee(1962); ,1930,9,The activity is absent or unimportant in the particular society,,Lingthem and vicinity,Morris(1938); Gorer(1938); Das and Banerjee(1962); ,1930,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,Lingthem and vicinity,Morris(1938); Gorer(1938); Das and Banerjee(1962); ,1930,1,"Males alone perform the activity, female participation being negligible",,Lingthem and vicinity,Morris(1938); Gorer(1938); Das and Banerjee(1962); 
Ethnographic Atlas,Cheyenne,Ne5,xd1224,Cheyenne (Ne5),39.0,-104.0,39.0,-104.0,chey1247,Cheyenne,chy,Algic,1860,6,"Females alone perform the activity, male participation being negligible",,,Grinnell(1923); Grinnell(1918); Anderson(1949); Eggan(1937b); Hilger(1946); Mooney(1905-07); Hoebel(1960); ,1860,9,The activity is absent or unimportant in the particular society,,,Grinnell(1923); Grinnell(1918); Anderson(1949); Eggan(1937b); Hilger(1946); Mooney(1905-07); Hoebel(1960); ,1860,6,"Females alone perform the activity, male participation being negligible",,,Grinnell(1923); Grinnell(1918); Anderson(1949); Eggan(1937b); Hilger(1946); Mooney(1905-07); Hoebel(1960); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Grinnell(1923); Grinnell(1918); Anderson(1949); Eggan(1937b); Hilger(1946); Mooney(1905-07); Hoebel(1960); 
Ethnographic Atlas,Dobuans,Ig5,xd857,Dobuans (Ig5),-10.0,151.0,-10.0,151.0,dobu1241,Dobu,dob,Austronesian,1920,9,The activity is absent or unimportant in the particular society,,,Fortune(1932b); ,1920,2,"Both sexes participate, but males do appreciably more than females",,,Fortune(1932b); ,1920,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Fortune(1932b); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Fortune(1932b); 
Ethnographic Atlas,Moro,Ai40,xd371,Moro (Ai40),11.0,30.0,11.0,30.0,moro1285,Moro,mor,Heiban,,NA,Missing data,,,,,NA,Missing data,,,,1940,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Nadel(1947); ,1940,1,"Males alone perform the activity, female participation being negligible",,,Nadel(1947); 
Ethnographic Atlas,Kwakiutl,Nb3,xd1090,Kwakiutl (Nb3),51.0,-127.49,51.0,-128.0,kwak1269,Kwakiutl,kwk,Wakashan,1890,6,"Females alone perform the activity, male participation being negligible",,,Boas(1909); Boas(1895); Ford(1941); Rohner(1965); Goldman(1937); Codere(1950); Boas(1966); Benedict(1934b); ,1890,2,"Both sexes participate, but males do appreciably more than females",,,Boas(1909); Boas(1895); Ford(1941); Rohner(1965); Goldman(1937); Codere(1950); Boas(1966); Benedict(1934b); ,1890,9,The activity is absent or unimportant in the particular society,,,Boas(1909); Boas(1895); Ford(1941); Rohner(1965); Goldman(1937); Codere(1950); Boas(1966); Benedict(1934b); ,1890,1,"Males alone perform the activity, female participation being negligible",,,Boas(1909); Boas(1895); Ford(1941); Rohner(1965); Goldman(1937); Codere(1950); Boas(1966); Benedict(1934b); 
Ethnographic Atlas,Amahuaca,Se8,xd1372,Amahuaca (Se8),-10.0,-72.0,-10.0,-72.0,amah1246,Amahuaca,amc,Pano-Tacanan,1950,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,Upper Inuya River,Tessmann(1930); Dole(1962); Dole(1961); Carneiro(1968); Carneiro(1964b); Carneiro(1964a); Carneiro(1962); Huxley(1964); ,1950,1,"Males alone perform the activity, female participation being negligible",,Upper Inuya River,Tessmann(1930); Dole(1962); Dole(1961); Carneiro(1968); Carneiro(1964b); Carneiro(1964a); Carneiro(1962); Huxley(1964); ,1950,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,Upper Inuya River,Tessmann(1930); Dole(1962); Dole(1961); Carneiro(1968); Carneiro(1964b); Carneiro(1964a); Carneiro(1962); Huxley(1964); ,1950,1,"Males alone perform the activity, female participation being negligible",,Upper Inuya River,Tessmann(1930); Dole(1962); Dole(1961); Carneiro(1968); Carneiro(1964b); Carneiro(1964a); Carneiro(1962); Huxley(1964); 
Ethnographic Atlas,Kombe,Ig17,xd849,Koobe (Ig17),-4.67,149.53,-5.0,149.0,mudu1242,Muduapa,wiv,Austronesian,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Nyakyusa,Ad6,xd123,Nyakyusa (Ad6),-9.0,34.0,-9.0,34.0,nyak1261,Nyakyusa,,Atlantic-Congo,1930,9,The activity is absent or unimportant in the particular society,,Age villages of Mwaya and Masoko,Wilson(1977); Wilson(1959); Wilson(1957); Lehmann(1951); Wilson(1951b); Wilson(1951a); Wilson(1938); Wilson(1936); McKenny(1973); Charsley and McKenny(1974); ,1930,2,"Both sexes participate, but males do appreciably more than females",,Age villages of Mwaya and Masoko,Wilson(1977); Wilson(1959); Wilson(1957); Lehmann(1951); Wilson(1951b); Wilson(1951a); Wilson(1938); Wilson(1936); McKenny(1973); Charsley and McKenny(1974); ,1930,2,"Both sexes participate, but males do appreciably more than females",,Age villages of Mwaya and Masoko,Wilson(1977); Wilson(1959); Wilson(1957); Lehmann(1951); Wilson(1951b); Wilson(1951a); Wilson(1938); Wilson(1936); McKenny(1973); Charsley and McKenny(1974); ,1930,1,"Males alone perform the activity, female participation being negligible",,Age villages of Mwaya and Masoko,Wilson(1977); Wilson(1959); Wilson(1957); Lehmann(1951); Wilson(1951b); Wilson(1951a); Wilson(1938); Wilson(1936); McKenny(1973); Charsley and McKenny(1974); 
Ethnographic Atlas,Darasa,Ca15,xd421,Darasa (Ca15),6.0,38.0,6.0,38.0,gede1246,Gedeo,drs,Afro-Asiatic,,NA,Missing data,,,,1930,9,The activity is absent or unimportant in the particular society,,,Jensen(1936); Cerulli(1956); ,1930,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Jensen(1936); Cerulli(1956); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Jensen(1936); Cerulli(1956); 
Ethnographic Atlas,Chácobo,Se11,xd1364,Chacobo (Se11),-12.0,-67.0,-12.0,-67.0,chac1251,Chácobo,cao,Pano-Tacanan,1960,5,"Both sexes participate, but females do appreciably more than males",,,Prost(1965); ,1960,1,"Males alone perform the activity, female participation being negligible",,,Prost(1965); ,1960,5,"Both sexes participate, but females do appreciably more than males",,,Prost(1965); ,1960,1,"Males alone perform the activity, female participation being negligible",,,Prost(1965); 
Ethnographic Atlas,Karuk,Nb34,xd1095,Karok (Nb34),42.0,-123.0,42.0,-123.0,karo1304,Karok,kyh,Karok,1860,5,"Both sexes participate, but females do appreciably more than males",,,Gifford(1922h); Kroeber(1925c); Driver(1939); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Gifford(1922h); Kroeber(1925c); Driver(1939); ,1860,9,The activity is absent or unimportant in the particular society,,,Gifford(1922h); Kroeber(1925c); Driver(1939); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Gifford(1922h); Kroeber(1925c); Driver(1939); 
Ethnographic Atlas,Birom,Ah17,xd306,Birom (Ah17),10.0,9.0,10.0,9.0,bero1242,Berom,bom,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Arapaho,Ne9,xd1228,Arapaho (Ne9),40.0,-103.0,40.0,-103.0,arap1274,Arapaho,arp,Algic,1860,6,"Females alone perform the activity, male participation being negligible",,,Hilger(1952); Eggan(1937b); Elkin(1940b); Michelson(1934); Kroeber(1902-07); ,1860,9,The activity is absent or unimportant in the particular society,,,Hilger(1952); Eggan(1937b); Elkin(1940b); Michelson(1934); Kroeber(1902-07); ,1860,9,The activity is absent or unimportant in the particular society,,,Hilger(1952); Eggan(1937b); Elkin(1940b); Michelson(1934); Kroeber(1902-07); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Hilger(1952); Eggan(1937b); Elkin(1940b); Michelson(1934); Kroeber(1902-07); 
Ethnographic Atlas,Kaguru,Ad50,xd121,Kaguru (Ad50),-6.0,37.0,-6.0,37.0,kagu1239,Kagulu,kki,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,1900,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,with special reference to the Mountain Kaguru,Beidelman(1967); ,1900,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Mountain Kaguru,Beidelman(1967); 
Ethnographic Atlas,Chimariko,Nb33,xd1094,Chimariko (Nb33),41.0,-123.0,41.0,-123.0,chim1301,Chimariko,cid,Chimariko,1860,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Driver(1939); Dixon(1910); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Driver(1939); Dixon(1910); ,1860,9,The activity is absent or unimportant in the particular society,,,Driver(1939); Dixon(1910); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Driver(1939); Dixon(1910); 
Ethnographic Atlas,Akyem,Af12,xd189,Akyem (Af12),7.0,-1.0,7.0,-1.0,akye1239,Akyem Bosome,,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Nankanse,Ag12,xd247,Nankanse (Ag12),10.0,-1.0,10.0,-1.0,nank1249,Nankana,,Atlantic-Congo,,NA,Missing data,,,,1910,2,"Both sexes participate, but males do appreciably more than females",,,Rattray(1932); Manoukian(1952b); Tauxier(1912); ,1910,2,"Both sexes participate, but males do appreciably more than females",,,Rattray(1932); Manoukian(1952b); Tauxier(1912); ,1910,1,"Males alone perform the activity, female participation being negligible",,,Rattray(1932); Manoukian(1952b); Tauxier(1912); 
Ethnographic Atlas,Cantonese,Ed16,xd644,Cantonese (Ed16),23.0,113.0,23.0,113.0,yuec1235,Yue Chinese,yue,Sino-Tibetan,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Iowa,Nf10,xd1230,Iowa (Nf10),41.0,-95.0,41.0,-95.0,iowa1246,Iowa,,Siouan,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,1870,1,"Males alone perform the activity, female participation being negligible",,,Morgan(1871); Skinner(1926); 
Ethnographic Atlas,Soga,Ad46,xd116,Soga (Ad46),1.0,33.0,1.0,33.0,soga1242,Soga,xog,Atlantic-Congo,,NA,Missing data,,,,1950,1,"Males alone perform the activity, female participation being negligible",,,Roscoe(1915); Fallers(1960); Fallers(1956); ,1950,5,"Both sexes participate, but females do appreciably more than males",,,Roscoe(1915); Fallers(1960); Fallers(1956); ,1950,1,"Males alone perform the activity, female participation being negligible",,,Roscoe(1915); Fallers(1960); Fallers(1956); 
Ethnographic Atlas,Hupa,Nb35,xd1096,Hupa (Nb35),41.0,-123.0,41.0,-123.0,hupa1239,Hupa,hup,Athapaskan-Eyak-Tlingit,1860,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Taylor(1947); Goddard(1903); Kroeber(1934); Driver(1939); Wallace(1947b); ,1860,2,"Both sexes participate, but males do appreciably more than females",,,Taylor(1947); Goddard(1903); Kroeber(1934); Driver(1939); Wallace(1947b); ,1860,9,The activity is absent or unimportant in the particular society,,,Taylor(1947); Goddard(1903); Kroeber(1934); Driver(1939); Wallace(1947b); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Taylor(1947); Goddard(1903); Kroeber(1934); Driver(1939); Wallace(1947b); 
Ethnographic Atlas,Nyaneka,Ab7,xd30,Nyaneka (Ab7),-15.0,14.0,-15.0,14.0,nyan1305,Nyaneka,nyk,Atlantic-Congo,1920,9,The activity is absent or unimportant in the particular society,,"Banianeka, Munyaneka, Ovanyaneka, Vanyaneka",Lang and Tastevin(1937); ,1920,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,"Banianeka, Munyaneka, Ovanyaneka, Vanyaneka",Lang and Tastevin(1937); ,1920,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,"Banianeka, Munyaneka, Ovanyaneka, Vanyaneka",Lang and Tastevin(1937); ,1920,1,"Males alone perform the activity, female participation being negligible",,"Banianeka, Munyaneka, Ovanyaneka, Vanyaneka",Lang and Tastevin(1937); 
Ethnographic Atlas,Dzem,Ae40,xd161,Dzem (Ae40),3.0,14.0,3.0,14.0,njye1238,Njyem,njy,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Waropen,Ie6,xd820,Waropen (Ie6),-2.14,137.23,-2.0,137.0,waro1242,Waropen,wrp,Austronesian,1930,2,"Both sexes participate, but males do appreciably more than females",,,Held(1947); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Held(1947); ,1930,5,"Both sexes participate, but females do appreciably more than males",,,Held(1947); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Held(1947); 
Ethnographic Atlas,Garanganze,Ae19,xd137,Yeke (Ae19),-11.0,28.0,-11.0,28.0,sang1331,Sanga (Democratic Republic of Congo),sng,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Sateré Mawé,Sd5,xd1357,Maue (Sd5),-4.0,-57.0,-4.0,-57.0,sate1243,Sateré-Mawé,mav,Tupian,1950,1,"Males alone perform the activity, female participation being negligible",,,Lecock(1964); Nimuendaju(1948); ,1950,1,"Males alone perform the activity, female participation being negligible",,,Lecock(1964); Nimuendaju(1948); ,1950,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Lecock(1964); Nimuendaju(1948); ,1950,1,"Males alone perform the activity, female participation being negligible",,,Lecock(1964); Nimuendaju(1948); 
Ethnographic Atlas,"Yolngu, Dhuwal",Id2,xd777,Murngin (Id2),-12.48,135.96,-12.0,136.0,dhuw1249,Dhuwal,duj,Pama-Nyungan,1930,5,"Both sexes participate, but females do appreciably more than males",,,Warner(1937); Elkin(1950); Berndt(1955); ,1930,2,"Both sexes participate, but males do appreciably more than females",,,Warner(1937); Elkin(1950); Berndt(1955); ,1930,9,The activity is absent or unimportant in the particular society,,,Warner(1937); Elkin(1950); Berndt(1955); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Warner(1937); Elkin(1950); Berndt(1955); 
Ethnographic Atlas,Tenetehara,Sj6,xd1414,Tenetehara (Sj6),-3.0,-46.0,-3.0,-46.0,temb1276,Tembe,tqb,Tupian,,NA,Missing data,,,,,NA,Missing data,,,,1930,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the Guajajara subgroup,Wagley(1949a); Snethlage(1931); Wagley and Galvao(1948b); ,1930,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Guajajara subgroup,Wagley(1949a); Snethlage(1931); Wagley and Galvao(1948b); 
Ethnographic Atlas,Hidatsa,Ne15,xd1214,Hidatsa (Ne15),47.0,-101.0,47.0,-101.0,hida1246,Hidatsa,hid,Siouan,1860,6,"Females alone perform the activity, male participation being negligible",,Hidatsa Village,Matthews(1877); Wilson(1917); Curtis(1909); Wied-Neuwied(1906); Bowers(1965); ,,NA,Missing data,,,,1860,6,"Females alone perform the activity, male participation being negligible",,Hidatsa Village,Matthews(1877); Wilson(1917); Curtis(1909); Wied-Neuwied(1906); Bowers(1965); ,1860,1,"Males alone perform the activity, female participation being negligible",,Hidatsa Village,Matthews(1877); Wilson(1917); Curtis(1909); Wied-Neuwied(1906); Bowers(1965); 
Ethnographic Atlas,Gros Ventre,Ne1,xd1208,Gros Ventre (Ne1),48.78,-108.98,49.0,-109.0,gros1243,Gros Ventre,ats,Algic,1880,6,"Females alone perform the activity, male participation being negligible",,Gros Ventre Tribe,Kroeber(1908); Flannery(1953); Cooper(1956); ,1880,9,The activity is absent or unimportant in the particular society,,Gros Ventre Tribe,Kroeber(1908); Flannery(1953); Cooper(1956); ,1880,9,The activity is absent or unimportant in the particular society,,Gros Ventre Tribe,Kroeber(1908); Flannery(1953); Cooper(1956); ,1880,1,"Males alone perform the activity, female participation being negligible",,Gros Ventre Tribe,Kroeber(1908); Flannery(1953); Cooper(1956); 
Ethnographic Atlas,Banyun,Ag16,xd251,Banyune (Ag16),12.0,-16.0,12.0,-16.0,bain1259,Bainouk-Gunyuno,bab,Atlantic-Congo,1930,1,"Males alone perform the activity, female participation being negligible",,,Bernatzik(1933); Nogueira(1947); ,1930,6,"Females alone perform the activity, male participation being negligible",,,Bernatzik(1933); Nogueira(1947); ,1930,2,"Both sexes participate, but males do appreciably more than females",,,Bernatzik(1933); Nogueira(1947); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Bernatzik(1933); Nogueira(1947); 
Ethnographic Atlas,Karankawa,Ne16,xd1215,Karankawa (Ne16),29.0,-96.0,29.0,-96.0,kara1289,Karankawa,zkk,Karankawa,1800,5,"Both sexes participate, but females do appreciably more than males",,,Gatschet(1891); Schaedel(1949); ,1800,1,"Males alone perform the activity, female participation being negligible",,,Gatschet(1891); Schaedel(1949); ,1800,9,The activity is absent or unimportant in the particular society,,,Gatschet(1891); Schaedel(1949); ,1800,1,"Males alone perform the activity, female participation being negligible",,,Gatschet(1891); Schaedel(1949); 
Ethnographic Atlas,Rossel Islanders,Ig11,xd843,Rossel (Ig11),-11.36,154.14,-9.0,154.0,yele1255,Yele,yle,Yele,1920,2,"Both sexes participate, but males do appreciably more than females",,,Armstrong(1928); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Armstrong(1928); ,1920,5,"Both sexes participate, but females do appreciably more than males",,,Armstrong(1928); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Armstrong(1928); 
Ethnographic Atlas,Mao,Ai47,xd378,Mao (Ai47),9.0,35.0,9.0,35.0,hozo1236,Hozo,hoz,Mao,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,1939,1,"Males alone perform the activity, female participation being negligible",,Northern division,Grottanelli(1972); Cerulli(1956); Grottanelli(1940); 
Ethnographic Atlas,Huastec,Nj11,xd1297,Huastec (Nj11),22.0,-99.0,22.0,-99.0,huas1242,Huastec,hus,Mayan,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
